mass,coord_x,coord_y,coord_z,velocity_x,velocity_y,velocity_z
-0.1441171,-0.0936848,0.5065899,-0.2005423,-0.7270104,-0.1330860,0.2656331
-0.7559206,0.1282562,0.1500516,0.6115903,0.4444050,-0.1116883,0.2623527
0.5932039,0.4483487,-1.0739273,-1.0385550,0.9056776,-0.2900165,-0.6479596
0.5056803,-0.1291061,-0.8899105,-0.4531373,-0.6741360,-0.8144352,0.2568735
0.5487752,0.9813752,-1.0279171,-0.5596924,0.1674629,-0.9698563,0.0712990
0.4404525,0.2986137,-0.3916545,0.7670068,0.8031116,0.5428280,0.1649470
0.2475165,-0.3555353,-0.8235107,-0.0962060,0.4266496,-0.5016198,0.1261466
0.3323272,-0.0834734,0.9759333,-0.0337755,-0.5836744,0.9954953,0.2564342
-0.2578105,-1.2795885,-0.5015326,-0.8612238,-0.9212973,-0.0296811,-0.3043771
0.2461655,0.4492230,0.3188493,-0.6278076,0.8975204,-0.8961459,-0.6288501
0.7006320,0.1855925,1.0177948,0.3425831,-0.9221782,0.9633967,0.7888690
0.5044714,-0.2031525,-0.3883830,0.1742017,0.6701406,-0.6067976,0.6748061
-0.9135338,-0.8264244,0.1535143,-0.1115340,-0.4302422,0.4445480,0.1196204
-0.3515396,-0.3774685,1.1063266,0.6852468,0.4153295,0.5821652,-0.4187559
0.3128499,0.8523699,-0.3033607,0.4942973,0.3327013,-0.5115091,0.9616303
0.4105232,-0.5912811,0.5832577,0.2908911,-0.0863354,-0.3344851,0.7517931
-0.4161949,0.2824248,0.1055192,-0.0802654,0.4474150,-0.6421604,0.4989270
-0.9828273,0.4110146,-0.6645568,-0.5542376,-0.7827455,-0.5662093,-0.4397409
0.6325839,-0.6330562,-0.3115484,0.4248917,0.7019751,-0.9061030,0.9589156
0.0346764,-0.4004743,1.2560670,-0.3747030,0.0342755,0.6710453,0.3601941
0.9479401,-0.4658000,-0.1187194,-0.3672457,0.3952775,-0.4614134,0.2020166
-0.1573076,-0.2541670,-0.1393111,0.1226143,-0.3011861,0.3194909,0.5254983
-0.0839317,1.1379004,-0.8006123,-0.2043046,0.7692374,0.2272605,0.4940860
