mass,coord_x,coord_y,coord_z,velocity_x,velocity_y,velocity_z
0.5978031,-0.0244978,0.2284611,-0.3880764,0.0798655,0.8868355,-0.1474689
0.5321259,0.0394424,-0.8306991,-0.3182366,-0.2229997,-0.6459241,-0.3628933
0.3866547,-0.3684282,-0.6977089,-0.7439921,-0.8536333,0.3293663,0.0136802
-0.6516864,-0.0646077,0.3706664,-0.5125069,-0.4056787,-0.4701920,-0.3399948
0.7879399,-0.2262874,-0.5899286,-0.0785567,0.4728543,0.1300774,-0.9285995
-0.4472802,-0.3991594,0.1320288,-0.9411270,-0.8321448,0.4161943,-0.0519438
-0.0551445,0.6846005,0.9465488,-0.8781490,-0.1713412,0.7227721,-0.4193214
-0.0249745,-0.3526764,0.6944201,0.8137542,-0.8096299,0.2001208,0.9808291
-0.2153085,0.3635362,-0.3662317,0.0518185,-0.7327863,-0.0141318,0.9583744
0.7400680,-0.8176250,-0.9933727,-1.0183963,0.1328584,-0.0462936,-0.6223665
0.3007137,-1.0600129,0.2811158,-0.9658903,-0.8598289,-0.0891476,-0.4229206
-0.0311701,-0.0234937,0.0338163,1.0774533,0.6857630,-0.2478833,0.2671944
0.8761332,1.2933197,0.6924528,-0.2224471,0.6821665,0.8888580,0.2334560
0.9493802,-0.1299379,0.3026327,1.1805665,-0.0093282,0.2216052,0.9822358
-0.8764699,-1.0520824,-0.2973514,0.7591504,-0.4547876,0.6855588,0.6698129
-0.3146166,-0.2885712,-0.5507827,0.9532467,0.2300358,0.4046502,0.5980686
-0.0842012,-1.2887300,-0.5780940,0.0183104,-0.8909954,-0.8867134,0.4527566
0.7911711,-1.0594211,0.1252341,0.9555511,-0.1231292,0.8780429,0.4299992
0.8675425,0.2371278,0.7982881,1.1987295,0.2749597,0.7721044,0.4153165
0.8201721,-0.0152996,0.2511402,-0.9145589,-0.9459256,0.3320216,-0.8402313
0.2841102,-0.3166087,0.5693883,-0.8041710,-0.1065611,-0.3768997,-0.0081590
0.0024434,-0.3943470,-0.4899979,-0.4393026,-0.2614685,0.1308104,-0.4658343
0.6154022,-0.4368959,1.1523660,0.7199536,-0.8914986,0.3764001,0.4740174
0.3834611,-0.0484117,0.3765656,0.5582272,-0.3938323,0.9744632,0.7091886
-0.3397579,-0.1719369,1.1823537,0.5164834,-0.9568433,0.6267946,-0.8557388
-0.0634044,-0.7569656,0.4264526,0.8053666,-0.0137182,0.5807000,-0.2673464
0.7248133,0.0716923,0.3823107,0.2517951,0.7203637,0.2309842,-0.1768397
0.8288651,-0.0146715,-0.6095679,-0.0796941,0.7558887,0.1865116,-0.5840406
-0.6379436,-0.1052953,-0.3778000,0.0056238,-0.5325403,0.9941052,-0.0333493
-0.4893835,1.0562973,-0.2655808,0.6403370,0.8707948,-0.7529857,0.3862511
-0.1429234,0.5973275,-0.6882327,0.0429424,-0.4607753,0.3857238,0.9221054
-0.7404116,-0.2712457,-0.2335127,-0.7611580,0.2240924,0.0424435,0.3007797
-0.0200189,-0.5760811,1.1376830,0.0242055,0.3899300,0.8418870,-0.6356640
0.8573897,1.0644389,0.0519361,-0.2243844,0.4568921,-0.5581013,0.8152182
0.3276869,-0.5527731,0.3616565,-0.9319095,-0.4833726,0.3203739,-0.2333465
0.0558522,-0.1324994,-0.0942285,0.5173870,0.3228058,0.4340247,0.4038941
-0.4531019,-0.6708210,-0.5846204,0.4613379,-0.2945768,-0.5785873,-0.1310833
-0.9046468,-1.1870551,0.0153725,0.6131186,-0.9007081,-0.4357606,-0.6792509
0.5561841,0.3536636,-0.6953158,-0.0818116,0.6950512,0.3374366,0.0686346
-0.7883213,-0.1602355,0.5973105,0.0590166,0.3639082,-0.4759529,-0.4170287
-0.3132859,0.6753430,0.8326354,0.1138576,-0.5654601,-0.3084609,-0.2395086
0.1399632,0.3010775,0.5607376,0.3293457,0.3762515,-0.1373391,0.1880593
0.4755434,0.1434195,0.8311950,0.4895268,-0.5669615,0.6447757,0.9155985
-0.8719102,0.3022238,-0.1060064,-0.3565816,0.6400229,-0.1804789,0.6072993
0.0039310,0.4943888,-1.2211622,0.6527723,0.3016400,-0.8228639,-0.0757427
0.7361799,0.3594885,0.8418277,-0.5681272,0.9816269,0.3141569,-0.8885405
0.3578784,-0.5213234,0.2036823,0.2659965,0.6037182,-0.1916727,0.8651493
-0.9632433,-0.3292387,0.6632372,-1.0828465,0.4353154,-0.2350192,-0.4953851
0.0753381,0.5485365,-1.2369934,-0.5357742,-0.0719299,-0.6978151,0.7699143
-0.7702899,-0.3466812,-0.6163686,0.8869079,0.3479960,-0.6210797,-0.1579669
0.3296230,1.1280242,-0.4200017,-0.0520369,0.8698950,-0.7469885,0.5209231
0.4736130,0.3185596,0.4694831,0.8479764,0.5144417,0.1668200,0.6752162
-0.0502430,1.1899537,-1.1742964,-1.4227206,0.5163028,-0.7082546,-0.8956356
-0.5556270,-0.3694441,0.6585040,-0.5059303,0.0732512,-0.4315497,-0.3600269
-0.5787528,-0.2324053,0.1997560,0.4700549,-0.3595523,-0.5645011,-0.5616285
-0.4896573,0.0634349,1.1319760,1.2311183,0.7498490,0.3453671,0.4943255
0.2642907,-0.7658180,0.3442281,-1.1663806,-0.5560120,0.3493730,-0.7608571
0.9602908,0.2586423,-1.0476005,-0.5559615,-0.7649512,-0.7822139,0.0787468
0.3083000,0.1530399,0.8190823,0.9697570,0.7336071,0.2007262,0.4804174
-0.6259452,0.2985925,1.3578308,-0.1814262,-0.6752646,0.8780835,-0.1316468
-0.9254156,0.5912697,-0.3712103,0.6153365,0.7356377,0.5322206,0.5529228
-0.8203743,-0.3570500,0.3598515,-1.0877930,-0.4772879,-0.8644269,-0.4554198
-0.2422392,-0.5768437,0.7943506,-0.5361348,0.1395956,0.3420470,0.7956080
-0.1267974,-0.8677270,0.3734328,-0.1869150,-0.8210017,0.1948143,-0.8683451
-0.4962663,-0.2789281,0.1813515,0.0369147,-0.7036517,0.3626869,0.9171932
-0.9680140,0.2831581,0.6012074,-1.1126256,0.7765011,0.2621819,-0.6484718
-0.7007868,0.7733119,-0.3441739,0.1184911,0.7511141,-0.4805645,0.1230348
-0.1092902,0.5636113,-0.4840227,0.7694973,-0.5957443,-0.8053318,0.0111698
-0.4167460,0.1206730,-0.2857592,0.4196409,-0.5376197,-0.8571674,0.6653059
-0.2412714,0.2057334,0.6088055,-0.2081223,-0.5995730,0.0526150,0.0023264
-0.8230719,-0.3289275,-0.0211639,-0.2573009,0.7125518,-0.7500370,0.5331153
0.4636660,-0.4151612,-0.0564537,-1.0864805,-0.3691189,0.5747929,-0.8817120
0.0351368,0.8489318,-0.2344010,0.4710806,0.1589437,-0.7277176,-0.2946215
0.6213239,-0.1245674,-0.1527240,-0.5345637,0.9206346,0.9531833,0.1707672
-0.6789384,0.1660960,-0.5634330,-0.5149445,0.3205953,0.5269482,-0.0258691
0.0331471,0.5500650,-0.4110553,-0.5775914,-0.4536902,0.1633961,-0.1488112
0.1771909,-0.5079857,-0.4810555,-0.3723139,-0.4923499,-0.9010653,0.8307185
